GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description
102724380,7.35E-01,4.86E-01,0.3574,-0.697282,-0.24918724,25.23,LINC02316,long intergenic non-protein coding RNA 2316
10907,7.35E-01,4.86E-01,0.0672,-0.6972683,-0.0468397,769.86,TXNL4A,thioredoxin like 4A
100996251,7.35E-01,4.86E-01,0.3266,0.6969937,0.22761673,30.72,LRIG2-DT,LRIG2 divergent transcript
8346,7.35E-01,4.86E-01,0.3391,-0.6967969,-0.23626254,32.67,H2BC10,H2B clustered histone 10
57226,7.35E-01,4.86E-01,0.0426,0.6968626,0.02966805,2835.23,LYRM2,LYR motif containing 2
9525,7.36E-01,4.86E-01,0.0455,-0.6962342,-0.03169278,1997.07,VPS4B,vacuolar protein sorting 4 homolog B
114971,7.36E-01,4.87E-01,0.0525,-0.6957665,-0.03650556,1396.58,PTPMT1,protein tyrosine phosphatase mitochondrial 1
1874,7.36E-01,4.87E-01,0.0421,-0.6957775,-0.02930957,3576.26,E2F4,E2F transcription factor 4
652995,7.36E-01,4.87E-01,0.0718,0.6956608,0.04991942,721.12,UCA1,urothelial cancer associated 1
28964,7.36E-01,4.87E-01,0.042,0.6955516,0.0292429,2476.4,GIT1,GIT ArfGAP 1
5861,7.36E-01,4.87E-01,0.0352,-0.6954696,-0.02447704,7326.12,RAB1A,"RAB1A, member RAS oncogene family"
6242,7.36E-01,4.87E-01,0.0583,0.6953574,0.04053487,1328.47,RTKN,rhotekin
57587,7.36E-01,4.87E-01,0.0381,-0.6951224,-0.02647408,4189.96,CFAP97,cilia and flagella associated protein 97
6093,7.36E-01,4.87E-01,0.0335,-0.695039,-0.02328626,6087.72,ROCK1,Rho associated coiled-coil containing protein kinase 1
112597,7.37E-01,4.87E-01,0.1072,0.6945796,0.07446314,289.08,CYTOR,cytoskeleton regulator RNA
25915,7.37E-01,4.87E-01,0.0886,-0.694634,-0.0615708,444.57,NDUFAF3,NADH:ubiquinone oxidoreductase complex assembly factor 3
124989,7.37E-01,4.87E-01,0.1674,-0.6948168,-0.11632216,136.44,EFCAB13,EF-hand calcium binding domain 13
84079,7.37E-01,4.87E-01,0.038,0.6947312,0.02637006,4736.99,ANKRD27,ankyrin repeat domain 27
107985304,7.37E-01,4.87E-01,0.0488,0.6946504,0.03387449,1774.06,LOC107985304,uncharacterized LOC107985304
103344930,7.37E-01,4.88E-01,0.2681,0.6942422,0.18612696,49.61,LINC01391,long intergenic non-protein coding RNA 1391
545,7.37E-01,4.88E-01,0.0371,-0.6940794,-0.02575301,4263.79,ATR,ATR serine/threonine kinase
3938,7.37E-01,4.88E-01,0.3874,0.6938401,0.26881235,22.47,LCT,lactase
5269,7.37E-01,4.88E-01,0.0463,0.6935544,0.03209136,2214.97,SERPINB6,serpin family B member 6
6637,7.37E-01,4.88E-01,0.0383,-0.6933996,-0.02653184,3766.38,SNRPG,small nuclear ribonucleoprotein polypeptide G
149013,7.37E-01,4.88E-01,0.0728,-0.6933079,-0.05045979,673.23,NBPF12,NBPF member 12
7088,7.37E-01,4.88E-01,0.064,0.6931764,0.04437135,1060.97,TLE1,"TLE family member 1, transcriptional corepressor"
1649,7.37E-01,4.88E-01,0.1049,0.6928451,0.07268172,333.3,DDIT3,DNA damage inducible transcript 3
107985403,7.37E-01,4.88E-01,0.1091,0.6929079,0.07559513,295.43,LOC107985403,
54033,7.37E-01,4.88E-01,0.2629,-0.6928349,-0.18215649,46.19,RBM11,RNA binding motif protein 11
54328,7.37E-01,4.88E-01,0.1143,0.6929987,0.07917642,275.61,GPR173,G protein-coupled receptor 173
84058,7.38E-01,4.89E-01,0.0722,-0.6923828,-0.04997585,695.13,WDR54,WD repeat domain 54
149840,7.38E-01,4.89E-01,0.2194,0.6921699,0.15184914,67.03,SHLD1,shieldin complex subunit 1
1744,7.38E-01,4.89E-01,0.0986,0.69172,0.06821377,353.97,DLSTP1,dihydrolipoamide S-succinyltransferase pseudogene 1
79724,7.38E-01,4.89E-01,0.0446,0.6917657,0.03083257,2025.19,ZNF768,zinc finger protein 768
27443,7.38E-01,4.89E-01,0.2617,0.6918257,0.18105184,49.46,CECR2,CECR2 histone acetyl-lysine reader
91445,7.38E-01,4.89E-01,0.0533,-0.691879,-0.03688045,1559.51,RNF185,ring finger protein 185
84376,7.38E-01,4.89E-01,0.0422,0.6913622,0.02915396,2372.3,HOOK3,hook microtubule tethering protein 3
56171,7.38E-01,4.90E-01,0.3824,0.6909033,0.26422351,21.89,DNAH7,dynein axonemal heavy chain 7
105377644,7.38E-01,4.90E-01,0.266,0.691043,0.18381604,48.88,LOC105377644,uncharacterized LOC105377644
23324,7.38E-01,4.90E-01,0.0647,-0.6904302,-0.04468003,947.01,MAN2B2,mannosidase alpha class 2B member 2
9508,7.38E-01,4.90E-01,0.1574,-0.6901029,-0.10859181,131.83,ADAMTS3,ADAM metallopeptidase with thrombospondin type 1 motif 3
22948,7.38E-01,4.90E-01,0.0275,0.6906235,0.01899038,37158.99,CCT5,chaperonin containing TCP1 subunit 5
257396,7.38E-01,4.90E-01,0.2824,-0.689958,-0.1948406,47.39,MOCS2-DT,MOCS2 divergent transcript
4245,7.38E-01,4.90E-01,0.0448,0.6900062,0.0308794,2253.76,MGAT1,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
117247,7.38E-01,4.90E-01,0.2909,0.6904987,0.20089148,44.03,SLC16A10,solute carrier family 16 member 10
100500872,7.38E-01,4.89E-01,0.4101,-0.6911467,-0.28344435,19.03,MIR3911,microRNA 3911
29954,7.38E-01,4.90E-01,0.06,-0.6904477,-0.04139853,1208.24,POMT2,protein O-mannosyltransferase 2
57188,7.38E-01,4.90E-01,0.2732,0.6904145,0.1886501,48.59,ADAMTSL3,ADAMTS like 3
113026,7.38E-01,4.89E-01,0.0562,-0.6912352,-0.03882299,1361.54,PLCD3,phospholipase C delta 3
728806,7.38E-01,4.90E-01,0.1281,0.6908439,0.0885076,220.27,NSFP1,N-ethylmaleimide-sensitive factor pseudogene 1
5932,7.38E-01,4.90E-01,0.0401,-0.6899178,-0.02769814,3244.74,RBBP8,"RB binding protein 8, endonuclease"
3748,7.38E-01,4.90E-01,0.1925,-0.6899463,-0.13281658,91.75,KCNC3,potassium voltage-gated channel subfamily C member 3
55311,7.38E-01,4.90E-01,0.0762,0.6901809,0.0526064,662.47,ZNF444,zinc finger protein 444
140680,7.38E-01,4.90E-01,0.1995,-0.6906999,-0.13777575,96.34,C20orf96,chromosome 20 open reading frame 96
958,7.38E-01,4.90E-01,0.2754,0.6911004,0.19035049,45.27,CD40,CD40 molecule
105373064,7.38E-01,4.90E-01,0.2814,0.6905306,0.19429703,41.1,LOC105373064,uncharacterized LOC105373064
79576,7.38E-01,4.90E-01,0.0533,0.6902695,0.03676415,1323.82,NKAP,NFKB activating protein
11251,7.38E-01,4.90E-01,0.1905,0.6897791,0.13137675,106.96,PTGDR2,prostaglandin D2 receptor 2
101059906,7.39E-01,4.90E-01,0.2634,0.6896024,0.18162343,47.82,LOC101059906,
91300,7.39E-01,4.91E-01,0.0548,0.6892981,0.03775862,1514.74,R3HDM4,R3H domain containing 4
9923,7.39E-01,4.91E-01,0.0479,-0.689131,-0.03297865,1765.43,ZBTB40,zinc finger and BTB domain containing 40
9451,7.39E-01,4.91E-01,0.0823,-0.6891593,-0.05672032,517.53,EIF2AK3,eukaryotic translation initiation factor 2 alpha kinase 3
255762,7.39E-01,4.91E-01,0.087,0.6890141,0.05992729,494.43,PDZD9,PDZ domain containing 9
9412,7.39E-01,4.91E-01,0.0399,-0.688704,-0.02749558,3116.58,MED21,mediator complex subunit 21
7637,7.39E-01,4.91E-01,0.0607,-0.6886647,-0.04179983,1005.98,ZNF84,zinc finger protein 84
56339,7.39E-01,4.91E-01,0.0474,-0.6886693,-0.03264237,1919.17,METTL3,"methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit"
348093,7.39E-01,4.91E-01,0.3014,0.688698,0.2075759,41.49,RBPMS2,"RNA binding protein, mRNA processing factor 2"
51651,7.39E-01,4.91E-01,0.0607,-0.6885844,-0.04182101,982.34,PTRH2,peptidyl-tRNA hydrolase 2
3841,7.39E-01,4.91E-01,0.0994,0.6884407,0.06841541,481.54,KPNA5,karyopherin subunit alpha 5
127829,7.39E-01,4.91E-01,0.0641,-0.6882477,-0.04411222,974.11,ARL8A,ADP ribosylation factor like GTPase 8A
55619,7.39E-01,4.91E-01,0.165,-0.6882872,-0.11355782,119.62,DOCK10,dedicator of cytokinesis 10
105370532,7.39E-01,4.92E-01,0.3333,-0.6877201,-0.2291983,33.83,LOC105370532,uncharacterized LOC105370532
254042,7.40E-01,4.92E-01,0.1145,-0.6874915,-0.07871927,314.55,METAP1D,"methionyl aminopeptidase type 1D, mitochondrial"
100128553,7.40E-01,4.92E-01,0.1381,0.6873331,0.0948883,178.51,CTAGE4,CTAGE family member 4
23087,7.40E-01,4.92E-01,0.0802,0.687291,0.05511144,554.67,TRIM35,tripartite motif containing 35
647174,7.40E-01,4.92E-01,0.1141,0.6870887,0.07837992,326.27,SERPINE3,serpin family E member 3
84812,7.40E-01,4.92E-01,0.151,0.6870168,0.10376383,141.66,PLCD4,phospholipase C delta 4
2189,7.40E-01,4.92E-01,0.0532,-0.686655,-0.03656252,1418.25,FANCG,FA complementation group G
8999,7.40E-01,4.92E-01,0.3035,-0.6864887,-0.20833252,40.77,CDKL2,cyclin dependent kinase like 2
27327,7.40E-01,4.92E-01,0.0308,0.6863752,0.02113908,7585.71,TNRC6A,trinucleotide repeat containing adaptor 6A
10588,7.40E-01,4.93E-01,0.0884,0.6861279,0.06065474,426.73,MTHFS,methenyltetrahydrofolate synthetase
7784,7.40E-01,4.93E-01,0.1374,0.6859756,0.0942869,190.79,ZP3,zona pellucida glycoprotein 3
80852,7.40E-01,4.93E-01,0.1105,-0.6858059,-0.0757834,344.32,GRIP2,glutamate receptor interacting protein 2
105370623,7.40E-01,4.93E-01,0.2302,0.6858334,0.15789123,68.33,LINC02321,long intergenic non-protein coding RNA 2321
100996442,7.41E-01,4.93E-01,0.2854,-0.6855262,-0.19563726,40.49,LOC100996442,WAS protein family homolog 2-like
645432,7.41E-01,4.93E-01,0.2263,-0.6855342,-0.15512399,72.93,ARRDC5,arrestin domain containing 5
427,7.41E-01,4.93E-01,0.0446,0.6854384,0.03059574,2310.47,ASAH1,N-acylsphingosine amidohydrolase 1
4893,7.41E-01,4.93E-01,0.0326,0.6852649,0.02234425,14516.84,NRAS,"NRAS proto-oncogene, GTPase"
101060351,7.41E-01,4.93E-01,0.2296,-0.685235,-0.15733163,64.38,TBC1D3K,TBC1 domain family member 3K
100506990,7.41E-01,4.93E-01,0.1831,0.6849048,0.12538087,101.66,FAM86B2-DT,FAM86B2 divergent transcript
100874222,7.41E-01,4.93E-01,0.0905,0.6848121,0.06195891,443.12,OBI1-AS1,OBI1 antisense RNA 1
4828,7.41E-01,4.93E-01,0.1131,-0.6847988,-0.07746875,257.05,NMB,neuromedin B
84445,7.41E-01,4.94E-01,0.0566,-0.684224,-0.03869349,1391.07,LZTS2,leucine zipper tumor suppressor 2
51499,7.41E-01,4.94E-01,0.0537,0.6842337,0.03674285,1636.9,TRIAP1,TP53 regulated inhibitor of apoptosis 1
79659,7.41E-01,4.94E-01,0.0443,0.6840842,0.03027836,2236.38,DYNC2H1,dynein cytoplasmic 2 heavy chain 1
122769,7.42E-01,4.94E-01,0.0488,0.6836061,0.0333738,1910.94,LRR1,leucine rich repeat protein 1
90231,7.42E-01,4.95E-01,0.0476,0.6827263,0.03247444,1830.19,KIAA2013,KIAA2013
178,7.42E-01,4.95E-01,0.0409,0.6823339,0.02790355,3342.54,AGL,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"
101929796,7.42E-01,4.95E-01,0.1705,0.6830791,0.11645706,116.11,NOTCH2NLR,notch 2 N-terminal like R
171423,7.42E-01,4.95E-01,0.0555,0.6824758,0.03788524,1274.49,PDIA3P1,protein disulfide isomerase family A member 3 pseudogene 1
51078,7.42E-01,4.95E-01,0.0471,-0.6821836,-0.03216335,1877.01,THAP4,THAP domain containing 4
9807,7.42E-01,4.95E-01,0.0513,0.6823742,0.03498442,1734.87,IP6K1,inositol hexakisphosphate kinase 1
727936,7.42E-01,4.95E-01,0.1407,-0.6824572,-0.09602151,176.16,GXYLT2,glucoside xylosyltransferase 2
729375,7.42E-01,4.94E-01,0.3725,0.6833052,0.25451841,23.35,FAM86HP,"family with sequence similarity 86, member A pseudogene"
102466190,7.42E-01,4.95E-01,0.1468,0.6828008,0.10020275,149.24,MIR6721,microRNA 6721
51069,7.42E-01,4.94E-01,0.0594,0.6832379,0.04060055,1149.36,MRPL2,mitochondrial ribosomal protein L2
100533952,7.42E-01,4.95E-01,0.2813,-0.6822092,-0.19192685,39.95,RBAK-RBAKDN,RBAK-RBAKDN readthrough
107986762,7.42E-01,4.95E-01,0.076,0.682657,0.05189255,681.05,LOC107986762,
2796,7.42E-01,4.95E-01,0.2893,-0.6831023,-0.19764277,39.98,GNRH1,gonadotropin releasing hormone 1
138639,7.42E-01,4.95E-01,0.076,0.6831351,0.05193239,630.22,PTPDC1,protein tyrosine phosphatase domain containing 1
11196,7.42E-01,4.95E-01,0.0388,0.6825919,0.02646927,3852.54,SEC23IP,SEC23 interacting protein
692247,7.42E-01,4.95E-01,0.3247,-0.682764,-0.22169642,31.53,LMNTD2-AS1,LMNTD2 antisense RNA 1
3224,7.42E-01,4.95E-01,0.128,0.6824664,0.08732678,213.82,HOXC8,homeobox C8
26175,7.42E-01,4.94E-01,0.0565,0.6834454,0.03859203,1471.73,LYSET,lysosomal enzyme trafficking factor
107987254,7.42E-01,4.95E-01,0.266,-0.6821789,-0.18145883,48.11,LOC107987254,
23107,7.42E-01,4.95E-01,0.0356,0.6818898,0.02426666,4269.45,MRPS27,mitochondrial ribosomal protein S27
113878,7.42E-01,4.95E-01,0.0721,-0.6819399,-0.04918518,763.98,DTX2,deltex E3 ubiquitin ligase 2
105371887,7.42E-01,4.95E-01,0.131,-0.6818808,-0.0893038,209.18,LOC105371887,uncharacterized LOC105371887
4763,7.42E-01,4.96E-01,0.0297,0.6812636,0.02022196,13267.16,NF1,neurofibromin 1
6747,7.43E-01,4.96E-01,0.0313,0.6808277,0.02128021,7151.26,SSR3,signal sequence receptor subunit 3
5683,7.43E-01,4.96E-01,0.0429,0.6805594,0.02918616,4169.84,PSMA2,proteasome 20S subunit alpha 2
8451,7.43E-01,4.96E-01,0.0303,0.680898,0.02063447,8737.1,CUL4A,cullin 4A
8487,7.43E-01,4.96E-01,0.0608,-0.6807706,-0.04140749,998.94,GEMIN2,gem nuclear organelle associated protein 2
440400,7.43E-01,4.96E-01,0.0545,0.6809175,0.03712552,1340.32,RNASEK,ribonuclease K
79958,7.43E-01,4.96E-01,0.0882,-0.680584,-0.06005742,518.65,DENND1C,DENN domain containing 1C
55663,7.43E-01,4.96E-01,0.1947,-0.6806959,-0.13254972,88.51,ZNF446,zinc finger protein 446
54943,7.43E-01,4.96E-01,0.2506,0.6804543,0.17050049,54.54,DNAJC28,DnaJ heat shock protein family (Hsp40) member C28
51517,7.43E-01,4.96E-01,0.0681,-0.6803318,-0.04635292,790.46,NCKIPSD,NCK interacting protein with SH3 domain
9187,7.43E-01,4.96E-01,0.0889,-0.6800354,-0.06046069,493.98,SLC24A1,solute carrier family 24 member 1
3612,7.43E-01,4.97E-01,0.051,0.6798192,0.03469897,2477.78,IMPA1,inositol monophosphatase 1
79154,7.43E-01,4.97E-01,0.09,0.6797156,0.06114717,438.7,DHRS11,dehydrogenase/reductase 11
79739,7.43E-01,4.97E-01,0.1748,0.6794221,0.11878746,115.23,TTLL7,tubulin tyrosine ligase like 7
728841,7.43E-01,4.97E-01,0.0551,0.6795341,0.03745297,1297.24,NBPF8,NBPF member 8
107984660,7.43E-01,4.97E-01,0.2315,0.679405,0.15730004,63.61,AJUBA-DT,AJUBA divergent transcript
85474,7.43E-01,4.97E-01,0.2422,0.6792571,0.16449622,58.19,LBX2,ladybird homeobox 2
8874,7.43E-01,4.97E-01,0.0332,0.6792048,0.0225415,4783.04,ARHGEF7,Rho guanine nucleotide exchange factor 7
26784,7.43E-01,4.97E-01,0.3058,-0.6791666,-0.2076572,34.4,SNORA64,"small nucleolar RNA, H/ACA box 64"
105378948,7.43E-01,4.97E-01,0.3657,0.6790125,0.24833737,24.6,LOC105378948,uncharacterized LOC105378948
10003,7.43E-01,4.97E-01,0.2474,0.678813,0.16794063,54.18,NAALAD2,N-acetylated alpha-linked acidic dipeptidase 2
23032,7.44E-01,4.97E-01,0.0342,-0.6785546,-0.02322448,4936.73,USP33,ubiquitin specific peptidase 33
378708,7.44E-01,4.98E-01,0.1228,-0.6783886,-0.08333393,217.56,CENPS,centromere protein S
375346,7.44E-01,4.98E-01,0.077,-0.6783359,-0.05225872,598.58,STIMATE,STIM activating enhancer
92,7.44E-01,4.98E-01,0.0996,0.6781007,0.0675424,388.77,ACVR2A,activin A receptor type 2A
90871,7.44E-01,4.98E-01,0.0537,-0.6781739,-0.03639274,1633.37,DMAC1,distal membrane arm assembly component 1
56985,7.44E-01,4.98E-01,0.1575,-0.6781442,-0.10677723,130.28,ADPRM,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent"
3201,7.44E-01,4.98E-01,0.1564,-0.6779272,-0.10603719,136.8,HOXA4,homeobox A4
826,7.44E-01,4.98E-01,0.0283,0.6773736,0.01919608,12716.86,CAPNS1,calpain small subunit 1
199223,7.44E-01,4.98E-01,0.4079,0.6771524,0.2762059,22.02,TTC21A,tetratricopeptide repeat domain 21A
376497,7.45E-01,4.99E-01,0.1373,0.6768253,0.09295081,191.38,SLC27A1,solute carrier family 27 member 1
84272,7.45E-01,4.99E-01,0.0459,-0.67663,-0.03106206,2120.85,YIPF4,Yip1 domain family member 4
100861513,7.45E-01,4.99E-01,0.1643,-0.6764795,-0.11114087,128.3,ZMYM4-AS1,ZMYM4 antisense RNA 1
729252,7.45E-01,4.99E-01,0.3067,0.6765151,0.20746325,37.41,KRT16P1,keratin 16 pseudogene 1
8625,7.45E-01,4.99E-01,0.0685,0.6763395,0.04635605,851.7,RFXANK,regulatory factor X associated ankyrin containing protein
3166,7.45E-01,4.99E-01,0.2327,0.6762104,0.15733987,65.52,HMX1,H6 family homeobox 1
51293,7.45E-01,4.99E-01,0.0741,0.6759225,0.05009449,675.87,CD320,CD320 molecule
3338,7.45E-01,4.99E-01,0.1113,-0.6758027,-0.07524172,266.13,DNAJC4,DnaJ heat shock protein family (Hsp40) member C4
89796,7.45E-01,4.99E-01,0.108,0.6755545,0.07294657,293.88,NAV1,neuron navigator 1
101929704,7.45E-01,4.99E-01,0.2861,-0.6754645,-0.19321907,38.67,TTC23L-AS1,TTC23L antisense RNA 1
105370947,7.46E-01,5.00E-01,0.3885,0.6749361,0.26221751,21.45,LOC105370947,uncharacterized LOC105370947
100874014,7.46E-01,5.00E-01,0.2347,0.6748219,0.15839635,58.91,NAV2-AS2,NAV2 antisense RNA 2
10987,7.46E-01,5.00E-01,0.0386,-0.6746746,-0.02605129,3167.03,COPS5,COP9 signalosome subunit 5
19,7.46E-01,5.00E-01,0.151,0.6745321,0.10185209,158.23,ABCA1,ATP binding cassette subfamily A member 1
154043,7.46E-01,5.00E-01,0.182,0.6743958,0.12272259,108.63,CNKSR3,CNKSR family member 3
6339,7.46E-01,5.00E-01,0.4201,0.6741751,0.28325084,19.27,SCNN1D,sodium channel epithelial 1 subunit delta
115024,7.46E-01,5.00E-01,0.06,-0.6740433,-0.04046395,988.19,NT5C3B,"5'-nucleotidase, cytosolic IIIB"
196951,7.46E-01,5.00E-01,0.1328,-0.6739215,-0.08951519,183.04,FAM227B,family with sequence similarity 227 member B
105370877,7.46E-01,5.00E-01,0.4132,-0.6738684,-0.27842929,19.17,LOC105370877,
473,7.46E-01,5.00E-01,0.0452,-0.6737292,-0.03042659,2230.77,RERE,arginine-glutamic acid dipeptide repeats
10203,7.46E-01,5.01E-01,0.2856,-0.6735576,-0.19239223,40.39,CALCRL,calcitonin receptor like receptor
100132287,7.46E-01,5.01E-01,0.117,0.6734412,0.07879015,249.32,LOC100132287,uncharacterized LOC100132287
10425,7.46E-01,5.01E-01,0.0377,-0.6731876,-0.02536791,3458.21,ARIH2,ariadne RBR E3 ubiquitin protein ligase 2
132158,7.46E-01,5.01E-01,0.1563,0.6731747,0.10519149,136.76,GLYCTK,glycerate kinase
283875,7.47E-01,5.01E-01,0.327,0.6729533,0.22005703,30.29,GREP1,glycine rich extracellular protein 1
10905,7.47E-01,5.01E-01,0.0342,-0.6723575,-0.02300125,7478.96,MAN1A2,mannosidase alpha class 1A member 2
1290,7.47E-01,5.01E-01,0.2008,0.6724431,0.13501776,88.31,COL5A2,collagen type V alpha 2 chain
55084,7.47E-01,5.01E-01,0.1577,-0.6724882,-0.10602111,143.7,SOBP,sine oculis binding protein homolog
136853,7.47E-01,5.02E-01,0.1995,0.6716872,0.1339888,104.38,SSC4D,scavenger receptor cysteine rich family member with 4 domains
441294,7.47E-01,5.02E-01,0.1884,0.6720617,0.12660582,89.63,CTAGE15,CTAGE family member 15
51606,7.47E-01,5.02E-01,0.0376,-0.6718368,-0.02523825,3519.24,ATP6V1H,ATPase H+ transporting V1 subunit H
100132403,7.47E-01,5.01E-01,0.2162,0.6721413,0.14532786,70.33,FAM157B,family with sequence similarity 157 member B
54948,7.47E-01,5.02E-01,0.0525,0.6716503,0.03524314,1775.7,MRPL16,mitochondrial ribosomal protein L16
84102,7.47E-01,5.02E-01,0.0916,0.6717864,0.06156393,541.21,SLC41A2,solute carrier family 41 member 2
101060200,7.47E-01,5.02E-01,0.1295,-0.6719678,-0.08700402,201.03,ZNF891,zinc finger protein 891
79178,7.47E-01,5.01E-01,0.0848,-0.6725379,-0.0570215,468.24,THTPA,thiamine triphosphatase
146057,7.47E-01,5.02E-01,0.037,-0.672077,-0.02488386,3731.21,TTBK2,tau tubulin kinase 2
51031,7.47E-01,5.02E-01,0.0382,-0.6719923,-0.0256821,3104.38,GLOD4,glyoxalase domain containing 4
7052,7.47E-01,5.01E-01,0.0827,0.672388,0.05561005,544.86,TGM2,transglutaminase 2
8225,7.47E-01,5.02E-01,0.1343,-0.6719078,-0.0902449,191.08,GTPBP6,GTP binding protein 6 (putative)
92285,7.47E-01,5.02E-01,0.0827,-0.6713236,-0.05552741,518.58,ZNF585B,zinc finger protein 585B
105373033,7.47E-01,5.02E-01,0.3567,0.671371,0.23949986,25.31,LOC105373033,uncharacterized LOC105373033
221078,7.47E-01,5.02E-01,0.12,-0.6709073,-0.08052441,260.42,NSUN6,NOP2/Sun RNA methyltransferase 6
100507458,7.47E-01,5.02E-01,0.1527,0.6709109,0.10241625,146.03,ZNF213-AS1,ZNF213 antisense RNA 1 (head to head)
390,7.47E-01,5.03E-01,0.0544,0.6703961,0.03646931,1611.8,RND3,Rho family GTPase 3
22820,7.47E-01,5.02E-01,0.032,0.6705683,0.02147441,6850.3,COPG1,COPI coat complex subunit gamma 1
11033,7.47E-01,5.03E-01,0.0888,0.6704525,0.05952491,506.59,ADAP1,ArfGAP with dual PH domains 1
728743,7.47E-01,5.03E-01,0.3536,-0.6704144,-0.23705709,25.29,LOC728743,zinc finger domain-containing protein LOC728743
64645,7.48E-01,5.03E-01,0.0421,0.6699796,0.02821415,6736.17,MFSD14A,major facilitator superfamily domain containing 14A
9227,7.48E-01,5.03E-01,0.1201,0.6698735,0.08047679,252.62,LRAT,lecithin retinol acyltransferase
169200,7.48E-01,5.03E-01,0.0545,0.6699822,0.03649056,1715,TMEM64,transmembrane protein 64
317662,7.48E-01,5.03E-01,0.0401,-0.6701033,-0.02688382,3089.23,FAM149B1,family with sequence similarity 149 member B1
118426,7.48E-01,5.03E-01,0.1135,0.6701899,0.07608732,260.4,BORCS5,BLOC-1 related complex subunit 5
64118,7.48E-01,5.03E-01,0.0345,0.6698704,0.02309474,4576.25,DUS1L,dihydrouridine synthase 1 like
54853,7.48E-01,5.03E-01,0.0496,0.669584,0.033193,1825.89,WDR55,WD repeat domain 55
6635,7.48E-01,5.03E-01,0.0516,-0.6692767,-0.03452712,1725.83,SNRPE,small nuclear ribonucleoprotein polypeptide E
147228,7.48E-01,5.03E-01,0.3657,0.669243,0.24476525,23.93,KRT17P1,keratin 17 pseudogene 1
57498,7.48E-01,5.04E-01,0.0441,-0.6687027,-0.02951667,2486.4,KIDINS220,kinase D interacting substrate 220
7549,7.48E-01,5.04E-01,0.1576,-0.668571,-0.10537592,146.44,ZNF2,zinc finger protein 2
111822955,7.48E-01,5.04E-01,0.1059,0.668526,0.0707784,296.22,ATRIP-TREX1,ATRIP-TREX1 readthrough
201973,7.48E-01,5.04E-01,0.085,0.668501,0.05684082,473.25,PRIMPOL,primase and DNA directed polymerase
100129518,7.48E-01,5.04E-01,0.2962,-0.6688243,-0.19807778,36.21,SOD2-OT1,SOD2 overlapping transcript 1
400627,7.48E-01,5.04E-01,0.309,0.6687749,0.20668277,39.33,LOC400627,uncharacterized LOC400627
8263,7.48E-01,5.04E-01,0.0662,0.6687445,0.0442829,804.8,F8A1,coagulation factor VIII associated 1
10677,7.48E-01,5.04E-01,0.2226,0.6684117,0.14880493,68.27,AVIL,advillin
401934,7.48E-01,5.04E-01,0.2722,0.6683171,0.18190766,44.55,RNF223,ring finger protein 223
2974,7.48E-01,5.04E-01,0.3293,0.6681362,0.22000051,31.54,GUCY1B2,guanylate cyclase 1 soluble subunit beta 2 (pseudogene)
116936,7.48E-01,5.04E-01,0.2119,0.6679238,0.14155357,73.56,SNORD139,"small nucleolar RNA, C/D box 139"
4869,7.49E-01,5.04E-01,0.0285,-0.6676738,-0.01902819,36429.36,NPM1,nucleophosmin 1
60492,7.49E-01,5.04E-01,0.0623,0.6675449,0.04156612,940.39,CCDC90B,coiled-coil domain containing 90B
80167,7.49E-01,5.05E-01,0.0779,-0.6671985,-0.05195277,605.16,ABHD18,abhydrolase domain containing 18
57665,7.49E-01,5.05E-01,0.1187,0.6670594,0.0791706,247.69,RDH14,retinol dehydrogenase 14
6094,7.49E-01,5.05E-01,0.2618,-0.6669628,-0.174606,54.47,ROM1,retinal outer segment membrane protein 1
84288,7.49E-01,5.05E-01,0.0979,0.6667889,0.06531151,372.79,EFCAB2,EF-hand calcium binding domain 2
4482,7.49E-01,5.05E-01,0.1069,0.6664659,0.07121322,305.87,MSRA,methionine sulfoxide reductase A
51531,7.50E-01,5.05E-01,0.098,0.666053,0.06524471,367.67,TRMO,tRNA methyltransferase O
6855,7.50E-01,5.06E-01,0.3509,0.6658073,0.23364918,27.97,SYP,synaptophysin
51042,7.50E-01,5.06E-01,0.1135,0.6654595,0.07552731,303.17,ZNF593,zinc finger protein 593
55703,7.50E-01,5.06E-01,0.0572,-0.665586,-0.03809001,1221.13,POLR3B,RNA polymerase III subunit B
105370333,7.50E-01,5.06E-01,0.1381,-0.6654529,-0.09187169,207.47,PCCA-DT,PCCA divergent transcript
399844,7.50E-01,5.06E-01,0.1009,0.6653968,0.06712509,332.69,LINC01002,long intergenic non-protein coding RNA 1002
51351,7.50E-01,5.06E-01,0.188,0.6652319,0.12507865,92.31,ZNF117,zinc finger protein 117
84765,7.50E-01,5.06E-01,0.172,0.6653011,0.11446216,115.51,ZNF577,zinc finger protein 577
6480,7.50E-01,5.06E-01,0.1199,0.6650054,0.07970837,228.84,ST6GAL1,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1"
137209,7.50E-01,5.06E-01,0.0844,0.6645709,0.05606271,493.7,ZNF572,zinc finger protein 572
