#node1	node2	combined_score
MDM2	NPM1	974
EIF3E	NPM1	702
PIK3CA	NPM1	712
COPB1	COG5	801
GOLGA5	COG5	841
COG3	COG5	999
DUS4L	COG5	748
VPS54	COG5	817
PDE6A	RP9	710
CRX	RP9	729
IMPG2	RP9	724
CLPB	HSPA9	840
C9	HSPA9	730
DNAJC10	HSPA9	737
CANX	HSPA9	871
CCT6A	HSPA9	752
ORC3	ORC5	999
ORC2	ORC5	999
MCM4	ORC5	992
DBF4	ORC5	919
ORC6	ORC5	999
H4C6	ORC5	701
GEMIN6	PHAX	832
GEMIN5	PHAX	847
COIL	PHAX	734
LRPPRC	VIRMA	789
YTHDC2	VIRMA	912
IGF2BP3	VIRMA	818
KIF23	KIF27	703
RAD51AP1	MELK	887
NCAPG	MELK	936
CENPE	MELK	886
NCAPH	MELK	893
DLGAP5	MELK	982
BUB1B	MELK	953
SKA1	MELK	816
KIF23	MELK	906
SPC25	MELK	724
NEIL3	MELK	712
SGO1	MELK	733
ANLN	MELK	831
KIF11	MELK	941
AURKA	MELK	913
PLK4	MELK	847
MAD2L1	MELK	946
RAD18	WRN	777
CBX5	WRN	888
BARD1	WRN	825
SIRT1	WRN	854
POLD3	WRN	751
NBN	WRN	927
PALB2	WRN	781
ZRANB3	WRN	790
ERCC1	WRN	855
BRIP1	WRN	915
FANCM	WRN	994
ATM	WRN	955
TOPBP1	WRN	902
FANCD2	WRN	871
SLX4	WRN	826
PMS2CL	WRN	769
TIPIN	WRN	765
VCL	CFL2	830
CAPZA1	CFL2	709
AGL	PGM2L1	909
SETX	PCF11	784
CCNT2	PCF11	705
SRSF6	PCF11	740
THOC1	PCF11	716
PAPOLG	PCF11	894
THOC2	PCF11	852
ABCE1	NEMF	760
RPL18A	NEMF	815
RPL37	NEMF	800
THOC2	NEMF	819
RPAP3	TSC1	706
RHEB	TSC1	999
RICTOR	TSC1	755
RPS6KB1	TSC1	906
CCT6A	TSC1	943
CLPB	TSC1	713
RASA1	TSC1	933
PRKAB2	TSC1	908
MTIF2	TRUB1	778
XRN1	TRUB1	771
TARBP1	TRUB1	725
KRR1	TRUB1	768
WDR12	TRUB1	829
ESCO1	WAPL	982
STAG2	WAPL	997
SGO1	WAPL	817
NIPBL	WAPL	998
PAPOLG	CPSF2	935
YTHDC2	CPSF2	895
GTF3C3	CPSF2	982
PCF11	CPSF2	998
RASA1	SPRED1	750
KRAS	SPRED1	868
PIK3C3	VPS35	842
WASHC2A	VPS35	901
DNAJC13	VPS35	937
BTBD1	COPS2	750
DCUN1D1	COPS2	726
VHL	COPS2	820
ERCC8	COPS2	869
RAD18	RNF169	734
H4C6	LEO1	907
ICE2	LEO1	902
CDK13	LEO1	788
AFF4	LEO1	940
CCNT2	LEO1	960
ERCC8	LEO1	834
CCNT1	LEO1	956
ICE1	LEO1	901
H2BC5	LEO1	703
PEX13	PEX11A	916
PIK3C3	MAP1A	720
YTHDC2	NUDT21	904
SRSF6	NUDT21	709
VIRMA	NUDT21	971
CPSF2	NUDT21	985
PCF11	NUDT21	947
BUB1B	TPX2	936
ANLN	TPX2	923
DLGAP5	TPX2	978
AURKA	TPX2	999
NCAPG	TPX2	949
SPC25	TPX2	837
ATAD2	TPX2	755
MAD2L1	TPX2	863
MELK	TPX2	958
NCAPH	TPX2	854
KIF18A	TPX2	711
KIF11	TPX2	965
PLK4	TPX2	739
MCM4	TPX2	723
CENPE	TPX2	894
KIF23	TPX2	906
VCL	CRK	764
DOCK7	CRK	753
EGFR	CRK	997
PIK3CA	CRK	762
SOS2	CRK	790
DOCK5	CRK	885
GAB1	CRK	972
MAP4K5	CRK	895
KIDINS220	CRK	917
RHOQ	CRK	981
ZNF106	ZNF91	815
PPARG	MED1	999
PARP8	MED1	713
MRPL33	MED1	980
POLR3B	MED1	875
H4C6	MED1	913
RPL37	MED1	905
WDR12	MED1	772
MRPL3	MED1	890
RARS1	MED1	769
CDK7	MED1	914
MTIF2	MED1	922
EIF5A2	MED1	836
NR3C1	MED1	852
GTF2H1	MED1	807
MNAT1	MED1	808
RPL18A	MED1	978
MRPS35	MED1	824
MED13L	MED1	976
MED21	MED1	998
RPS23	MED1	979
GTF2H2	MED1	805
NCOR1	MED1	811
RPS27A	MED1	972
EFL1	MED1	853
MRPL32	MED1	981
RPS6KB1	MED1	908
POLR1A	MED1	854
TGS1	MED1	773
MRPS10	MED1	947
RSL24D1	MED1	860
SMAD2	NFATC3	709
PIK3CA	AXL	743
GAB1	AXL	926
EGFR	AXL	792
NCAPH	BIRC5	847
KIF23	BIRC5	885
CENPE	BIRC5	963
BUB1B	BIRC5	987
TPX2	BIRC5	952
SGO1	BIRC5	775
NEIL3	BIRC5	724
MELK	BIRC5	965
NCAPG	BIRC5	876
RAD51AP1	BIRC5	716
AURKA	BIRC5	993
SPC25	BIRC5	847
KIF11	BIRC5	957
ANLN	BIRC5	781
MAD2L1	BIRC5	981
BIRC3	BIRC5	746
DLGAP5	BIRC5	967
SKA1	BIRC5	752
NSMCE2	ZNF597	839
SNRNP40	LSM3	921
LSM8	LSM3	999
SNRPA1	LSM3	995
TCERG1	LSM3	811
XRN1	LSM3	991
NT5E	NANP	742
ZNF45	ZNF17	789
SGO1	BUB1	982
APC	BUB1	752
AURKA	BUB1	971
KIF18A	BUB1	865
RAD51AP1	BUB1	724
DLGAP5	BUB1	986
NCAPH	BUB1	933
KIF11	BUB1	985
BUB1B	BUB1	999
SPC25	BUB1	967
MELK	BUB1	984
ZW10	BUB1	883
BIRC5	BUB1	979
KIF23	BUB1	958
TPX2	BUB1	958
PLK4	BUB1	926
MAD2L1	BUB1	999
ANLN	BUB1	917
MCM4	BUB1	751
SKA1	BUB1	820
CENPE	BUB1	991
NCAPG	BUB1	976
DUS4L	GPR22	732
POLR1A	PA2G4	876
RPL18A	PA2G4	996
CEBPZ	PA2G4	762
ABCE1	PA2G4	892
RPS27A	PA2G4	942
RPS23	PA2G4	941
MED1	PA2G4	817
WDR12	PA2G4	905
MTREX	PA2G4	734
DDX18	PA2G4	935
NPM1	PA2G4	856
MRPL3	PA2G4	729
EFL1	PA2G4	730
RSL24D1	PA2G4	986
TRUB1	PA2G4	705
RPL37	PA2G4	986
EGFR	HSPA4	954
RICTOR	HSPA4	945
OLA1	HSPA4	774
BAG4	HSPA4	913
DNAJC12	HSPA4	770
EIF2S1	HSPA4	767
NPM1	HSPA4	857
RPAP3	HSPA4	750
DNAJC10	HSPA4	864
NR3C1	HSPA4	992
TLR3	HSPA4	731
ST13	HSPA4	997
CCT6A	HSPA4	761
IL1B	HSPA4	776
CANX	HSPA4	882
HSPA13	HSPA4	758
CLPB	HSPA4	941
PA2G4	HSPA4	763
HSPA9	HSPA4	955
METTL21A	HSPA4	859
MDM2	HSPA4	873
VAMP7	SPRY3	783
SPICE1	CEP120	994
CEP135	CEP120	785
SASS6	CEP120	705
LEO1	H2AC8	864
H2BC5	H2AC8	977
BARD1	H2AC8	981
SMARCA5	H2AC8	948
H1-1	H2AC8	812
RBBP5	H2AC8	943
RPS27A	H2AC8	966
KMT2C	H2AC8	917
POU5F1	H2AC8	811
H4C6	H2AC8	999
TOPBP1	MTBP	866
MDM2	MTBP	939
STAG2	PDS5A	999
WAPL	PDS5A	999
ESCO1	PDS5A	994
NIPBL	PDS5A	998
SGO1	PDS5A	794
NCAPG	PDS5A	706
BUB1	PDS5A	813
VIRMA	ZCCHC4	873
AASDH	ZCCHC4	834
RPS27A	UBE2E1	777
TRIM23	UBE2E1	820
HSPA4	PPID	977
VPS35	SNX7	712
RAPGEF2	MAGI3	931
RAPGEF6	MAGI3	914
PLK4	CKAP2L	772
DLGAP5	CKAP2L	897
ANLN	CKAP2L	837
NCAPG	CKAP2L	864
SGO1	CKAP2L	747
KIF11	CKAP2L	806
TPX2	CKAP2L	756
CENPE	CKAP2L	827
BUB1	CKAP2L	867
KIF18A	CKAP2L	782
MELK	CKAP2L	912
STX17	STX8	896
VAMP7	STX8	996
KCTD3	USH2A	790
CDH23	USH2A	947
EGFR	ALCAM	708
NT5E	ALCAM	868
KRAS	PRKCE	926
RRAS2	PRKCE	917
GNB4	PRKCE	712
EGFR	PRKCE	726
IL1A	IL7R	713
CSF3	IL7R	790
IL1B	IL7R	758
LRP6	ANTXR2	876
RAD51AP1	SHCBP1	749
SKA1	SHCBP1	735
BUB1	SHCBP1	737
BUB1B	SHCBP1	769
KIF23	SHCBP1	965
TPX2	SHCBP1	701
BIRC5	SHCBP1	853
ANLN	SHCBP1	743
MAD2L1	SHCBP1	712
KIF18A	SHCBP1	701
NCAPG	SHCBP1	830
KIF11	SHCBP1	863
DLGAP5	SHCBP1	740
MELK	SHCBP1	739
COG3	RAB33B	749
USPL1	DESI2	776
RPL18A	MRPL13	977
PTCD3	MRPL13	871
MED1	MRPL13	890
MRPS18C	MRPL13	987
MRPS35	MRPL13	995
MRPL3	MRPL13	999
EIF5A2	MRPL13	834
RPS23	MRPL13	900
MTIF2	MRPL13	981
MRPS10	MRPL13	998
RSL24D1	MRPL13	866
GTPBP10	MRPL13	898
EFL1	MRPL13	806
MRPL33	MRPL13	999
PALB2	MRPL13	854
POLR3B	MRPL13	751
MRPL32	MRPL13	999
APPBP2	PPM1D	900
MDM2	PPM1D	858
ATM	PPM1D	924
SEC22C	SEC23A	771
USO1	SEC23A	704
LMAN1	SEC23A	902
WRN	APLF	737
NPM1	KIF5B	782
STRN	KIF5B	805
CCDC6	KIF5B	776
BSN	KIF5B	776
GABPB1	KIF5B	813
WDCP	KIF5B	728
CSNK2A1	KIF5B	719
RANBP2	KIF5B	992
KIF11	KIF5B	708
AGO2	RAMAC	900
NCOR1	BPTF	710
NIPBL	BPTF	806
H4C6	BPTF	904
SMARCA5	BPTF	999
VPS54	VPS50	973
ADAM10	TSPAN5	973
H1-3	H1-4	950
CBX5	H1-4	727
H2AC8	H1-4	913
H4C6	H1-4	968
RANBP2	GCC2	946
RAB9B	GCC2	926
RAB2A	GCC2	730
POLR1A	WDR3	948
UTP15	WDR3	999
NOL11	WDR3	951
DDX18	WDR3	907
RPS23	WDR3	992
CEBPZ	WDR3	915
RPS27A	WDR3	897
ESF1	WDR3	877
NVL	WDR3	767
UTP6	WDR3	999
WDR12	WDR3	954
TWISTNB	WDR3	793
MTREX	WDR3	985
ABCE1	WDR3	712
KRR1	WDR3	999
UTP20	WDR3	999
POLR3B	WDR3	830
TWISTNB	UTP23	796
WDR3	UTP23	835
KRR1	UTP23	998
RSL24D1	UTP23	835
UTP20	UTP23	726
UTP15	UTP23	726
ESF1	UTP23	787
UTP6	UTP23	752
PCSK1	MLKL	851
CHMP2B	MLKL	907
SMAD2	LEMD3	982
TMPO	LEMD3	876
COIL	GEMIN2	806
GEMIN5	GEMIN2	999
GEMIN6	GEMIN2	999
TGS1	GEMIN2	700
PHAX	GEMIN2	833
ATAD2B	GPD2	743
DGKE	GPD2	816
PSMC1	GPD2	739
GPAM	GPD2	955
ATAD2	GPD2	747
CAPZA1	TMOD3	822
ADD2	TMOD3	944
CGNL1	TMOD3	906
NDST3	SULT1B1	729
UBXN7	VCPIP1	996
SPRTN	VCPIP1	752
STT3B	RPL15	798
NPM1	RPL15	733
RSL24D1	RPL15	994
MED1	RPL15	975
MRPL13	RPL15	965
EFL1	RPL15	853
MRPL3	RPL15	971
RPS27A	RPL15	999
PARP8	RPL15	839
MRPS10	RPL15	976
EIF2S1	RPL15	901
RPL18A	RPL15	999
DDX18	RPL15	911
RPS23	RPL15	999
WDR12	RPL15	930
EIF5A2	RPL15	926
MTIF2	RPL15	837
RPL37	RPL15	999
ABCE1	RPL15	855
EIF2S3	RPL15	782
PA2G4	RPL15	995
NEMF	RPL15	803
STX17	VPS41	997
RAB9B	VPS41	891
DLAT	PDP2	933
CENPC	MIS18BP1	912
NCAPG	MIS18BP1	752
KIF11	MIS18BP1	770
RAD51AP1	MIS18BP1	744
KIF18A	MIS18BP1	763
CENPE	MIS18BP1	709
MRPS10	RPL38	963
STT3B	RPL38	786
RSL24D1	RPL38	988
RPL37	RPL38	999
EIF2S1	RPL38	705
ABCE1	RPL38	858
WDR12	RPL38	940
MRPL3	RPL38	931
EIF5A2	RPL38	822
RPL18A	RPL38	999
NUFIP2	RPL38	727
RPS27A	RPL38	999
MRPL13	RPL38	942
RPS23	RPL38	999
EFL1	RPL38	796
DDX18	RPL38	916
PA2G4	RPL38	995
MTREX	RPL38	705
MED1	RPL38	969
NEMF	RPL38	807
MTIF2	RPL38	838
RPL15	RPL38	999
NCOR1	NR1D2	992
CRY1	NR1D2	967
AARS1	ADAT1	870
ADAT2	ADAT1	931
STT3B	ALG10B	949
ALG10	ALG10B	903
NIPBL	INTS6	834
INTS13	INTS6	999
RICTOR	INTS6	780
BRIP1	ERCC4	820
WRN	ERCC4	863
FANCD2	ERCC4	957
ERCC1	ERCC4	999
PALB2	ERCC4	818
GTF2H1	ERCC4	784
MSH3	ERCC4	936
SLX4	ERCC4	999
RAD18	ERCC4	760
ERCC8	ERCC4	975
PMS2CL	ERCC4	799
FANCM	ERCC4	895
ATM	ERCC4	965
GPAM	LCLAT1	841
GPD2	LCLAT1	841
NT5E	PDE7B	706
DNAH5	CFAP70	765
WDR63	CFAP70	757
UGT2A3	CYP4A11	732
WDR63	DNAH7	846
CFAP70	DNAH7	924
DNAH5	DNAH7	836
PRKCI	PPP2R1B	905
PPP2R3A	PPP2R1B	939
SGO1	PPP2R1B	932
INTS6	PPP2R1B	994
RPS6KB1	PPP2R1B	919
STRN	PPP2R1B	940
BUB1	ZWILCH	879
KIF11	ZWILCH	857
RINT1	ZWILCH	844
MAD2L1	ZWILCH	852
KIF18A	ZWILCH	704
ZW10	ZWILCH	999
CENPE	ZWILCH	870
SPDL1	ZWILCH	827
BUB1B	ZWILCH	953
SKA1	ZWILCH	733
RSL24D1	RPL4	994
EIF3E	RPL4	841
POLR3B	RPL4	767
DDX18	RPL4	930
WDR12	RPL4	947
EIF2S3	RPL4	932
NPM1	RPL4	914
HSPA4	RPL4	728
PA2G4	RPL4	999
MRPS35	RPL4	828
EIF2S1	RPL4	936
STT3B	RPL4	799
MDM2	RPL4	763
MTIF2	RPL4	849
MRPL33	RPL4	964
RPS23	RPL4	999
MRPL3	RPL4	850
KRR1	RPL4	890
RPS27A	RPL4	999
UTP6	RPL4	845
RPL18A	RPL4	999
MRPL13	RPL4	880
MRPL32	RPL4	950
POLR1A	RPL4	809
NEMF	RPL4	877
EIF5A2	RPL4	898
RIOK2	RPL4	856
MED1	RPL4	978
MRPS10	RPL4	901
RPL38	RPL4	999
RPL37	RPL4	999
EFL1	RPL4	946
ABCE1	RPL4	968
RPL15	RPL4	999
BPTF	RSF1	918
SMARCA5	RSF1	999
NIPBL	RSF1	720
NANOG	FGF5	759
NRP1	FGF5	824
EGFR	FGF5	922
POU5F1	FGF5	733
H4C6	REST	763
NCOR1	CTBP2	736
MDM2	CTBP2	848
BSN	CTBP2	930
MS4A6E	MS4A10	930
MLKL	CFLAR	801
BIRC3	CFLAR	846
MED21	PPARGC1B	900
MED1	PPARGC1B	917
PPARG	PPARGC1B	921
HSPB11	IFT80	985
TRIM59	IFT80	757
IFT81	IFT80	998
TTC21B	IFT80	925
ATM	CLSPN	888
DBF4	CLSPN	835
SMC2	CLSPN	734
TOPBP1	CLSPN	995
WRN	CLSPN	848
MCM4	CLSPN	971
CENPE	CLSPN	720
BRIP1	CLSPN	904
TIPIN	CLSPN	999
POLE2	CLSPN	894
FANCD2	CLSPN	722
TIPIN	ATAD5	753
MCM4	ATAD5	760
SMC2	ATAD5	874
PDS5A	ATAD5	701
RAD18	ATAD5	732
CLSPN	ATAD5	863
FANCM	ATAD5	814
FANCD2	ATAD5	787
ESCO1	ATAD5	767
PMS2CL	PRKDC	850
APLF	PRKDC	778
UTP20	PRKDC	747
RICTOR	PRKDC	915
NBN	PRKDC	918
ERCC4	PRKDC	935
WRN	PRKDC	978
ERCC8	PRKDC	928
ATM	PRKDC	971
MSH3	PRKDC	872
MCM4	PRKDC	887
ERCC1	PRKDC	958
EGFR	PRKDC	936
H4C6	PRKDC	832
FANCD2	PRKDC	913
PALB2	PRKDC	794
UBE2D4	UBA6	774
RPS27A	UBA6	994
UBE2E1	UBA6	733
WAPL	PDS5B	999
NIPBL	PDS5B	989
ESCO1	PDS5B	891
PDS5A	PDS5B	971
PALB2	PDS5B	772
STAG2	PDS5B	996
PTGDR	PDS5B	816
WDR3	TTC27	888
POLR3B	TTC27	754
AHI1	TMEM107	821
CEBPZ	WDR75	894
MTREX	WDR75	955
NOL11	WDR75	992
KRR1	WDR75	998
DDX18	WDR75	780
UTP15	WDR75	999
UTP6	WDR75	999
RPS27A	WDR75	805
WDR3	WDR75	999
RSL24D1	WDR75	731
UTP20	WDR75	999
RPS23	WDR75	992
RIOK2	WDR75	784
ESF1	WDR75	788
PA2G4	WDR75	810
WDR12	WDR75	925
POLR1A	WDR75	858
MTREX	DDX10	879
DDX55	DDX10	747
GPATCH2L	DDX10	848
DDX18	DDX10	994
UTP23	DDX10	777
ESF1	DDX10	996
CEBPZ	DDX10	936
KRR1	DDX10	827
RSL24D1	DDX10	878
WDR12	DDX10	921
PA2G4	DDX10	815
WDR75	DDX10	745
WDR3	DDX10	791
POLR1A	DDX10	719
RIOK2	DDX10	742
UTP20	DDX10	794
UTP6	DDX10	736
TMEM184C	PRMT9	732
IFT80	WDR35	962
TTC21B	WDR35	999
CRK	WDR35	926
HSPB11	WDR35	794
IFT81	WDR35	846
POLE2	MCM9	817
ORC3	MCM9	915
MSH3	MCM9	824
ORC2	MCM9	933
ORC5	MCM9	928
MCM4	MCM9	998
TIPIN	MCM9	888
VPS41	CCZ1B	928
PPFIA1	PPFIBP1	921
SLC30A4	SLC28A2	793
RP9	PRPF3	892
LSM8	PRPF3	999
USP15	PRPF3	755
LSM3	PRPF3	999
RBM39	PRPF3	743
IMPG2	PRPF3	722
SNRNP40	PRPF3	988
SNRPA1	PRPF3	998
DENND6A	AVL9	920
RANBP2	NUP98	999
NUP133	NUP98	999
NPM1	NUP98	794
MLLT10	NUP98	768
MAD2L1	NUP98	923
MSI2	NUP98	862
BUB1B	NUP98	833
NUP205	NUP98	996
NUP155	NUP98	999
DDX10	NUP98	839
NUP35	NUP98	997
IPO5	NUP98	727
H4C6	SUZ12	964
POU5F1	SUZ12	707
RBBP5	SUZ12	741
H2AC8	SUZ12	932
SIRT1	SUZ12	940
SETD7	SUZ12	734
CBX5	SUZ12	749
NANOG	SUZ12	700
MDM2	SUZ12	768
REST	SUZ12	720
NCOR1	SUZ12	750
PLK4	CEP295	721
SASS6	CEP295	831
SPICE1	CEP295	840
CEP135	CEP295	936
CEP135	PIBF1	734
GAB1	MET	990
KRAS	MET	979
EGFR	MET	996
PIK3CA	MET	961
FGF5	MET	865
FGF2	MET	905
CRK	MET	910
FGF7	MET	902
L2HGDH	GLS	829
PPAT	GLS	937
PCF11	RBBP6	917
MDM2	RBBP6	903
PAPOLG	RBBP6	938
CPSF2	RBBP6	990
PIK3C3	EEA1	967
TRIP11	EEA1	736
PI4K2B	EEA1	750
CANX	EEA1	738
VPS35	EEA1	779
APPL1	EEA1	829
ALS2	EEA1	785
GAB1	ROCK2	909
NPM1	ROCK2	790
CFL2	ROCK2	775
PIKFYVE	ROCK2	914
CAPZA1	WASHC5	981
ZFYVE26	WASHC5	702
SPG11	WASHC5	714
VPS35	WASHC5	898
WASHC2A	WASHC5	992
MAN2A1	EDEM3	906
DNAJC10	EDEM3	771
STT3B	EDEM3	700
UGGT1	EDEM3	734
CANX	EDEM3	754
RANBP2	SUMO4	972
RAD18	SUMO4	832
NSMCE2	SUMO4	962
UBA2	SUMO4	876
CWF19L2	GCFC2	803
RAB27B	SYTL2	948
LSM3	MAGOHB	953
NUDT21	MAGOHB	840
LSM8	MAGOHB	921
PRPF3	MAGOHB	902
SNRPA1	MAGOHB	986
THOC1	MAGOHB	700
PPWD1	MAGOHB	833
SNRNP40	MAGOHB	869
SDE2	MAGOHB	802
AQR	MAGOHB	950
SKA1	SKA3	999
BUB1B	SKA3	976
CKAP2L	SKA3	784
KIF18A	SKA3	711
NCAPG	SKA3	779
NCAPH	SKA3	814
DLGAP5	SKA3	801
MELK	SKA3	718
BUB1	SKA3	839
TPX2	SKA3	791
SPDL1	SKA3	947
CENPE	SKA3	851
SPC25	SKA3	771
SGO1	SKA3	716
GLS	GCSH	803
DLAT	GCSH	945
DMGDH	GCSH	862
TIPIN	ITFG1	769
MPP5	MPDZ	999
CACNA1C	CACNB2	999
PLA2G12A	LYPLA1	718
HSPA4	DNAJC25	710
WDCP	EML4	742
STRN	EML4	794
EGFR	EML4	904
KIF5B	EML4	905
RANBP2	EML4	750
PIK3CA	EML4	960
NPM1	EML4	851
KRAS	EML4	980
RAD18	RNF168	849
RNF169	RNF168	784
ATM	RNF168	906
PALB2	RNF168	918
NBN	RNF168	787
BARD1	RNF168	821
RIF1	RNF168	701
H4C6	RNF168	812
H2AC8	RNF168	834
PRKDC	RNF168	812
RPS27A	RNF168	975
PDE12	CNOT1	754
XRN1	CNOT1	872
AGO2	CNOT1	892
LDHAL6B	ME2	952
TEX14	RBM44	759
PRKDC	RNF144A	963
RPS27A	H2BC4	959
H2BC5	H2BC4	972
VRK1	H2BC4	909
CENPC	H2BC4	922
ATXN7	H2BC4	784
LEO1	H2BC4	702
H2AC8	H2BC4	934
H4C6	H2BC4	992
SMARCA5	H2BC4	733
VAMP7	STXBP5	715
STX8	STXBP5	825
ATG14	ATG4C	709
PIK3C3	ATG4C	717
MCM4	DSCC1	814
ESCO1	DSCC1	889
WAPL	DSCC1	832
ATAD5	DSCC1	793
RAD51AP1	DSCC1	766
TIPIN	DSCC1	845
PDS5A	DSCC1	827
ZNF407	ZNF236	819
MIB1	ZMYM4	781
GNB4	HTR1F	735
PIH1D2	DNAAF4	751
GCFC2	DNAAF4	773
CEP135	POC1B	727
CEP295	POC1B	721
APOB	SLC2A2	815
BBS5	IFT88	819
INVS	IFT88	723
BBS2	IFT88	818
WDR35	IFT88	885
IFT80	IFT88	999
IFT81	IFT88	999
BBS7	IFT88	844
HSPB11	IFT88	998
BBS9	IFT88	761
PKD2	IFT88	823
TTC21B	IFT88	971
SGO1	KIF15	723
DLGAP5	KIF15	937
MELK	KIF15	868
NCAPH	KIF15	892
KIF18A	KIF15	943
AURKA	KIF15	725
CENPE	KIF15	932
SPC25	KIF15	827
BUB1B	KIF15	923
RAD51AP1	KIF15	765
PLK4	KIF15	850
NCAPG	KIF15	919
BIRC5	KIF15	835
BUB1	KIF15	923
TPX2	KIF15	948
SMC2	KIF15	840
KIF23	KIF15	893
KIF11	KIF15	983
LAMB1	LAMA3	950
ITGA1	LAMA3	746
DST	LAMA3	839
VAMP7	NAPG	812
STX8	NAPG	922
STXBP5	NAPG	803
NBAS	NAPG	921
LAMB1	COL12A1	715
PLOD2	COL12A1	808
COL14A1	COL12A1	772
PDS5B	HASPIN	743
SGO1	HASPIN	877
BUB1	HASPIN	938
PDS5A	HASPIN	937
VCAN	FBN1	910
THBS1	FBN1	801
BRIP1	MRE11	998
PMS2CL	MRE11	850
ATM	MRE11	999
PALB2	MRE11	870
WRN	MRE11	945
TOPBP1	MRE11	733
RNF168	MRE11	720
SLX4	MRE11	806
FANCM	MRE11	700
NBN	MRE11	999
BARD1	MRE11	999
PRKDC	MRE11	854
H4C6	MRE11	806
POLQ	MRE11	774
FANCD2	MRE11	734
ERCC1	MRE11	752
ERCC4	MRE11	808
TRUB1	PUS10	847
MDM2	PMAIP1	719
HRK	PMAIP1	883
RIOK2	MYNN	777
RPS27A	YOD1	988
ZNF569	YOD1	786
MIB1	PCM1	832
BBS2	PCM1	755
CSPP1	PCM1	755
BBS4	PCM1	987
HOOK3	PCM1	737
UBA2	SENP5	723
DESI1	SENP5	720
SUMO4	SENP5	733
NPM1	SENP5	871
USPL1	SENP5	718
PPARG	NRIP1	854
NR3C1	NRIP1	875
RORA	NRIP1	982
NCOR1	NRIP1	907
CTBP2	NRIP1	835
MED1	NRIP1	726
SMAD2	PPM1A	939
CENPE	CLASP2	786
GCC2	CLASP2	811
BUB1B	CLASP2	742
XPO4	XPOT	976
NUP205	XPOT	756
WDR11	XPOT	719
RANBP2	XPOT	808
NUP133	XPOT	723
CSE1L	XPOT	886
CSNK2A1	YAF2	893
MGA	YAF2	908
GABPB1	YAF2	895
CSNK2A2	YAF2	915
RPS27A	RLIM	910
THAP1	PAWR	916
MAD2L1	KNTC1	873
ZW10	KNTC1	999
KIF23	KNTC1	798
BUB1B	KNTC1	921
SMC2	KNTC1	846
CENPE	KNTC1	762
MELK	KNTC1	704
BUB1	KNTC1	826
ZWILCH	KNTC1	999
KIF11	KNTC1	915
NCAPH	KNTC1	766
KIF15	KNTC1	737
FANCD2	KNTC1	810
DLGAP5	KNTC1	764
CSPP1	FAM110C	942
H2BC4	H2AC14	816
H2AC8	H2AC14	966
H2BC5	H2AC14	837
H4C6	H2AC14	982
H1-4	H2AC14	721
KIF5B	TRAK2	810
STRADB	TRAK2	929
SNRNP40	PAXBP1	799
NPM1	PHF6	734
STAG2	PHF6	739
LEO1	PHF6	763
COPB1	COPB2	999
NBAS	COPB2	734
PRKCE	COPB2	741
ZW10	COPB2	810
RINT1	COPB2	763
LMAN1	COPB2	739
USO1	COPB2	726
MAN2A1	COPB2	859
HSPA9	GRPEL2	972
LONP2	GRPEL2	712
CLPB	GRPEL2	910
AXL	SHC4	910
MET	SHC4	920
SOS2	SHC4	915
GAB1	SHC4	905
EGFR	SHC4	988
RAB8B	TBK1	788
CHMP2B	TBK1	727
EXOC2	TBK1	996
LY96	TBK1	703
TLR3	TBK1	993
TRIM23	TBK1	759
RPS6KB1	TBK1	917
RPS27A	TBK1	828
RB1CC1	TBK1	879
TRAF5	TBK1	997
BIRC3	TBK1	729
REL	TBK1	957
H1-4	H1-5	881
H2AC8	H1-5	751
H2AC14	H1-5	786
H4C6	H1-5	851
H1-1	H1-5	945
H1-3	H1-5	911
TRAPPC8	TRAPPC6B	998
UBXN7	BRWD1	702
UTP15	RPS27L	853
MRPL13	RPS27L	875
KRR1	RPS27L	879
EIF2S1	RPS27L	918
RIOK2	RPS27L	751
RPS27A	RPS27L	992
RPL38	RPS27L	990
WDR75	RPS27L	854
WDR3	RPS27L	854
EIF3E	RPS27L	801
RPL18A	RPS27L	976
EIF2S3	RPS27L	826
MED1	RPS27L	929
RPL4	RPS27L	984
RPL15	RPS27L	993
MRPL3	RPS27L	755
RPL37	RPS27L	985
RPS23	RPS27L	994
UTP6	RPS27L	873
EIF5A2	RPS27L	766
MRPS10	RPS27L	918
UTP20	RPS27L	863
FKTN	POMK	984
EPC2	MORF4L1	991
CSNK2A1	MORF4L1	732
ATF2	MORF4L1	731
H4C6	MORF4L1	835
PALB2	MORF4L1	998
EPC1	MORF4L1	997
ARID4B	MORF4L1	795
ZKSCAN1	ZNF397	794
PGBD1	ZNF397	785
SETD7	PRMT3	719
MED1	EEF1G	855
MRPL13	EEF1G	857
MRPL3	EEF1G	720
RPL18A	EEF1G	985
RPL15	EEF1G	983
RPS23	EEF1G	897
COPB2	EEF1G	776
RPS27A	EEF1G	783
NPM1	EEF1G	845
EFL1	EEF1G	765
RPL4	EEF1G	983
EIF3E	EEF1G	719
CAPZA1	CARMIL1	932
RPS27A	H2AC20	754
TAF1B	H2AC20	709
ATXN7	H2AC20	812
H1-5	H2AC20	991
KMT2C	H2AC20	714
ATM	H2AC20	801
SMARCA5	H2AC20	914
RNF169	H2AC20	747
MORF4L1	H2AC20	855
H4C6	H2AC20	999
RBBP5	H2AC20	743
NPM1	H2AC20	736
H2BC4	H2AC20	991
H1-3	H2AC20	826
HASPIN	H2AC20	725
